Pathway,CellType,rho,p_value,p_adjust,Subtype
MesWoundHealing__cytokine.mediated.signaling.pathway,NK cells,0.7109668109668109,1.1871363340041542e-9,2.255559034607893e-8,PN
MesWoundHealing__adaptive.immune.response,NK cells,0.7042568542568542,1.982642977663491e-9,3.139184714633861e-8,PN
MesWoundHealing__positive.regulation.of.cytokine.production,NK cells,0.6965367965367965,3.5158000089510895e-9,5.273700013426634e-8,PN
MesWoundHealing__leukocyte.mediated.immunity,NK cells,0.705050505050505,1.867326694623729e-9,3.130518282163311e-8,PN
MesWoundHealing__leukocyte.migration,NK cells,0.6520923520923521,6.918996141919052e-8,7.30338481647011e-7,PN
Proliferation__chromosome.segregation,NK cells,-0.21479076479076475,0.11530602556260164,0.21784521586790273,PN
Proliferation__nuclear.chromosome.segregation,NK cells,-0.1896103896103896,0.16559303350778512,0.28259888951927403,PN
Proliferation__sister.chromatid.segregation,NK cells,-0.17518037518037516,0.20080880007310487,0.3233362035075417,PN
Proliferation__nuclear.division,NK cells,-0.22251082251082252,0.10250608553637705,0.19873628828481263,PN
Proliferation__mRNA.processing,NK cells,-0.3645021645021645,0.006220037191985377,0.01885862340123226,PN
Neural__central.nervous.system.neuron.differentiation,NK cells,-0.048629148629148626,0.7244119128903612,0.8192753776736228,PN
Neural__regulation.of.postsynaptic.membrane.potential,NK cells,-0.0759018759018759,0.5817915818448356,0.6880107918082081,PN
Neural__synapse.assembly,NK cells,-0.20584415584415583,0.13162743778495473,0.2359359733881264,PN
Neural__regulation.of.synapse.structure.or.activity,NK cells,-0.09199134199134198,0.5041497884630451,0.6166639043432097,PN
Neural__axonogenesis,NK cells,-0.1145021645021645,0.4051781023648481,0.5361837351484247,PN
MesWoundHealing__cytokine.mediated.signaling.pathway,B cells,0.5898989898989899,2.143543581552515e-6,2.036366402474889e-5,PN
MesWoundHealing__adaptive.immune.response,B cells,0.6667388167388166,2.7397121693698116e-8,3.394860731610419e-7,PN
MesWoundHealing__positive.regulation.of.cytokine.production,B cells,0.6655844155844156,2.952737914831691e-8,3.506376273862633e-7,PN
MesWoundHealing__leukocyte.mediated.immunity,B cells,0.6639971139971139,3.271212779278019e-8,3.7291825683769415e-7,PN
MesWoundHealing__leukocyte.migration,B cells,0.5975468975468975,1.4608822534204159e-6,1.4356946283614431e-5,PN
Proliferation__chromosome.segregation,B cells,-0.3036075036075036,0.02423540252944017,0.06578180686562332,PN
Proliferation__nuclear.chromosome.segregation,B cells,-0.28448773448773446,0.03528528331135863,0.08744613690206268,PN
Proliferation__sister.chromatid.segregation,B cells,-0.2829004329004329,0.03636542147468126,0.08858243692550563,PN
Proliferation__nuclear.division,B cells,-0.33023088023088015,0.013804380573050138,0.03973988346787161,PN
Proliferation__mRNA.processing,B cells,-0.28167388167388163,0.0372186952560374,0.08989261142348016,PN
Neural__central.nervous.system.neuron.differentiation,B cells,0.19812409812409812,0.14705949930846632,0.25871578582045,PN
Neural__regulation.of.postsynaptic.membrane.potential,B cells,0.17373737373737375,0.20460193970427398,0.3275929933467308,PN
Neural__synapse.assembly,B cells,0.13455988455988455,0.32735005388512894,0.45732728116304777,PN
Neural__regulation.of.synapse.structure.or.activity,B cells,0.23535353535353531,0.08367898369982946,0.1667727996814783,PN
Neural__axonogenesis,B cells,0.17734487734487733,0.195212984495936,0.31820999768852876,PN
MesWoundHealing__cytokine.mediated.signaling.pathway,Plasma B,0.304040404040404,0.024023645348046237,0.06578180686562332,PN
MesWoundHealing__adaptive.immune.response,Plasma B,0.29141414141414135,0.030878327404461548,0.08000293918428673,PN
MesWoundHealing__positive.regulation.of.cytokine.production,Plasma B,0.29978354978354976,0.026175096530214388,0.06971871505711309,PN
MesWoundHealing__leukocyte.mediated.immunity,Plasma B,0.32828282828282823,0.01440813584750745,0.04106318716539623,PN
MesWoundHealing__leukocyte.migration,Plasma B,0.3364357864357864,0.012023723572787777,0.035695429356713715,PN
Proliferation__chromosome.segregation,Plasma B,-0.47922077922077916,2.1429230976719032e-4,0.0011104237869754407,PN
Proliferation__nuclear.chromosome.segregation,Plasma B,-0.4593073593073593,4.197014672796321e-4,0.0018911756545096443,PN
Proliferation__sister.chromatid.segregation,Plasma B,-0.4422799422799423,7.225515924958422e-4,0.002961670435901127,PN
Proliferation__nuclear.division,Plasma B,-0.4589466089466089,4.246850592583061e-4,0.0018911756545096443,PN
Proliferation__mRNA.processing,Plasma B,-0.4911255411255411,1.4053055915777874e-4,8.17371619591162e-4,PN
Neural__central.nervous.system.neuron.differentiation,Plasma B,0.10259740259740259,0.45604424423713597,0.5751000425114325,PN
Neural__regulation.of.postsynaptic.membrane.potential,Plasma B,0.04191919191919192,0.7612238401333231,0.8450434365072359,PN
Neural__synapse.assembly,Plasma B,0.12864357864357864,0.34925770295657466,0.4819186077746519,PN
Neural__regulation.of.synapse.structure.or.activity,Plasma B,0.1642135642135642,0.23090878860323888,0.3479236866167113,PN
Neural__axonogenesis,Plasma B,0.1005050505050505,0.46533095246143474,0.5842260856894665,PN
MesWoundHealing__cytokine.mediated.signaling.pathway,Mural cell,0.14170274170274172,0.30208310103216224,0.4326315768551067,PN
MesWoundHealing__adaptive.immune.response,Mural cell,0.14595959595959596,0.2876415742985161,0.41613121154861465,PN
MesWoundHealing__positive.regulation.of.cytokine.production,Mural cell,0.16457431457431457,0.22987167799984992,0.3479236866167113,PN
MesWoundHealing__leukocyte.mediated.immunity,Mural cell,0.1227994227994228,0.3717639913618138,0.5060752759681708,PN
MesWoundHealing__leukocyte.migration,Mural cell,0.21587301587301586,0.11344148423914543,0.21698538931648623,PN
Proliferation__chromosome.segregation,Mural cell,0.022582972582972583,0.8700036946990222,0.9129759096862734,PN
Proliferation__nuclear.chromosome.segregation,Mural cell,0.005988455988455987,0.9653891669486148,0.979131361495926,PN
Proliferation__sister.chromatid.segregation,Mural cell,0.011471861471861472,0.9337512274677501,0.9538318990261963,PN
Proliferation__nuclear.division,Mural cell,-0.029797979797979796,0.8290190847848523,0.8949637847109202,PN
Proliferation__mRNA.processing,Mural cell,-0.04660894660894661,0.7354344158556142,0.8219561118386276,PN
Neural__central.nervous.system.neuron.differentiation,Mural cell,-7.215007215007214e-5,0.9995828749137995,0.9995828749137995,PN
Neural__regulation.of.postsynaptic.membrane.potential,Mural cell,0.23297258297258297,0.0869468648093186,0.17089556186659172,PN
Neural__synapse.assembly,Mural cell,0.16969696969696968,0.21549121503111596,0.3374450345267475,PN
Neural__regulation.of.synapse.structure.or.activity,Mural cell,0.1484126984126984,0.2795283532945197,0.4064570443313169,PN
Neural__axonogenesis,Mural cell,0.08492063492063492,0.537605557234718,0.6464876954088381,PN
MesWoundHealing__cytokine.mediated.signaling.pathway,Endothelial,0.127994227994228,0.3517160365513249,0.4819186077746519,PN
MesWoundHealing__adaptive.immune.response,Endothelial,0.17229437229437228,0.2084454180599699,0.3318823695368236,PN
MesWoundHealing__positive.regulation.of.cytokine.production,Endothelial,0.19595959595959594,0.15161828567409258,0.262417429496668,PN
MesWoundHealing__leukocyte.mediated.immunity,Endothelial,0.15367965367965367,0.26262387584837943,0.3898323157124382,PN
MesWoundHealing__leukocyte.migration,Endothelial,0.20786435786435786,0.12779805690949814,0.23248150941846654,PN
Proliferation__chromosome.segregation,Endothelial,-0.1142135642135642,0.40637083084933234,0.5361837351484247,PN
Proliferation__nuclear.chromosome.segregation,Endothelial,-0.13686868686868683,0.319041227262404,0.45013242460289676,PN
Proliferation__sister.chromatid.segregation,Endothelial,-0.13499278499278497,0.3257818468895679,0.45732728116304777,PN
Proliferation__nuclear.division,Endothelial,-0.16839826839826838,0.2190759096788672,0.33932953401346283,PN
Proliferation__mRNA.processing,Endothelial,-0.10844155844155842,0.4306498496949891,0.5578873052866904,PN
Neural__central.nervous.system.neuron.differentiation,Endothelial,0.015079365079365078,0.9129890709984094,0.9376788144183017,PN
Neural__regulation.of.postsynaptic.membrane.potential,Endothelial,0.31327561327561326,0.019863819283540387,0.05496299510494185,PN
Neural__synapse.assembly,Endothelial,0.3198412698412698,0.01729275079913438,0.04879637601735939,PN
Neural__regulation.of.synapse.structure.or.activity,Endothelial,0.23816738816738814,0.07994235222786629,0.16158560556696377,PN
Neural__axonogenesis,Endothelial,0.15194805194805194,0.268104094425244,0.3959050099025624,PN
